adult	belongs_to_collection	budget	genres	homepage	id	imdb_id	original_language	original_title	overview	popularity	poster_path	production_companies	production_countries	release_date	revenue	runtime	spoken_languages	status	tagline	title	video	vote_average	vote_count
FALSE		0	[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}]		14233	tt0970933	en	Film Noir	Private detective Sam Ruben's clever plan falls apart with the onset of amnesia. Everyone is trying to kill him and he doesn't know why. The classic film noir milieu now comes to you in the form of an animated feature.	0.752001	/qjYyMa5ZYoyln4EQtwCqduaLhGI.jpg	[{'name': 'EasyE Films', 'id': 3071}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}]	3/2/2007	0	97	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Film Noir	FALSE	6.3	5
FALSE		4000000	[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]	http://www.emp.hk/title.php?film_id=90&category=1	48417	tt1535492	cn	ç¶«äºº	Living in the guilt of sacrificing his informant in a previous operation, Criminal Intelligence Inspector Don Lee is wary when his superior orders him to send another informant to spy on the criminal operations of Barbarian, a vicious gangster plotting a jewelry heist. He seeks ex-convict Ghost, who agrees to work for Don despite vowing to go straight since he's desperately in need of money to repay a debt and save his sister. Ghost's driving skills help him infiltrate Barbarian's gang and earn his trust, but by feeding information to Don and hooking up with Barbarian's girlfriend Dee, Ghost is pushing himself into a tight and deadly corner...	1.123992	/s6SM5daYJSay63FUQjMwSzGchK3.jpg	[{'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Huayi Brothers', 'id': 3393}, {'name': 'Sil-Metropole Organisation', 'id': 5686}]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]	8/26/2010	0	113	[{'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯ / å»£å·žè©±'}]	Released		The Stool Pigeon	FALSE	5.4	16
FALSE		0	[{'id': 10402, 'name': 'Music'}]	http://www.kissmycinema.com/	397914	tt4230706	en	KISS: Rocks Vegas	For one night only. On 25 May 2016 Film of KISS' 9 day run of concerts at the Hard Rock Cafe in Las Vegas, Nevada in November 2014. Including exclusive behind the scenes footage. One night only.	0.178388	/42p2bUSkSNnm4Gj8OlPhhrOseZh.jpg	[]	[]	5/25/2016	0	105	[{'iso_639_1': 'en', 'name': 'English'}]	Released		KISS: Rocks Vegas	FALSE	0	0
FALSE		3000000	[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]	http://swissarmyman.com/	347031	tt4034354	en	Swiss Army Man	Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new â€œfriendâ€ and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.	9.196678	/9BdJz7b4WdJul0KVu42YFEgqzyp.jpg	[{'name': 'A24', 'id': 41077}, {'name': 'BlackBird', 'id': 77939}, {'name': 'Tadmor', 'id': 78874}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	6/24/2016	4210454	97	[{'iso_639_1': 'en', 'name': 'English'}]	Released	We all need somebody to lean on.	Swiss Army Man	FALSE	6.8	839
FALSE		0	[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]	http://www.the-trapp-family.com/	367416	tt4742670	de	Die Trapp Familie - Ein Leben fÃ¼r die Musik	Agathe von Trapp, the eldest daughter of a well-known musical family, overcomes many obstacles to pursue her musical career and move to the United States.	0.616745	/3lRKIxORe5J6JRO1RFqWeoWLiVZ.jpg	[{'name': 'Ã–sterreichischer Rundfunk (ORF)', 'id': 3391}, {'name': 'Clasart Film- und Fernsehproduktion', 'id': 66410}, {'name': 'Concorde Media', 'id': 67471}, {'name': 'Tele MÃ¼nchen Group (TMG)', 'id': 67472}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]	11/12/2015	0	0	[]	Released		The von Trapp Family: A Life of Music	FALSE	5.5	6
FALSE		500	[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]		378348	tt5442308	ko	ê²€ì‚¬ì™¸ì „	After a prosecution lawyer is framed and convicted for murder, he tries to catch the real murderer from jail with the help of a con artist.	1.398756	/1Ypss1SgBBCb4DQp7e7AJEr7nZ3.jpg	[]	[{'iso_3166_1': 'KR', 'name': 'South Korea'}]	2/3/2016	50	126	[{'iso_639_1': 'ko', 'name': 'í•œêµ­ì–´/ì¡°ì„ ë§'}]	Released		A Violent Prosecutor	FALSE	7.6	25
FALSE		0	[]		40534	tt1229827	en	Jonas Brothers: The Concert Experience	Secure your VIP pass to a once-in-a-lifetime experience with the Jonas Brothers. Get ready to hang out with this multitalented trio, and take an intimate look at what their lives are like offstage and behind the scenes.	1.191561	/vLdQNW1CkxTuXAWxShlFiC5fDZM.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2/27/2009	0	76	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Jonas Brothers: The Concert Experience	FALSE	5.7	23
FALSE		0	[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]		102961	tt0079882	en	Seven	A government agent discovers a plot by a cartel of seven gangsters to take over the state of Hawaii. He hires a team of seven hitmen to stop them.	0.621895	/3ud4TW3znYB29ncngqg2uYcKTJR.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	9/7/1979	0	100	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Death is their way of life!	Seven	FALSE	5.9	8
FALSE		0	[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]		339148	tt3700804	en	Already Tomorrow in Hong Kong	An attraction forms when a Chinese American girl visiting Hong Kong for the first time meets an American expat who shows her the way, but timing may not quite be on their side.	2.326132	/eo72XQKflZdvUgkKz7N431YnU7t.jpg	[{'name': 'Unbound Feet Productions', 'id': 14912}]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]	6/12/2015	0	78	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Already Tomorrow in Hong Kong	FALSE	5.7	38
FALSE		0	[{'id': 18, 'name': 'Drama'}]		222220	tt0018392	en	Shooting Stars	The husband and wife acting team of Mae Feather and Julian Gordon is torn apart when he discovers she is having an affair with the screen comedian Andy Wilks.	0.6948	/yw6bmuk5JG7ftpNaB0sCIci4Yiw.jpg	[{'name': 'British Instructional Films (BIF)', 'id': 28184}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	2/6/1928	0	103	[]	Released		Shooting Stars	FALSE	7.5	4
FALSE		0	[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]		57992	tt0254775	fr	La SirÃ¨ne rouge	Nearly 13, Alice rebels, telling the Paris police that her mother is a murderer. Alice has no evidence; her mother, Eva, rich and powerful, avoids charges. Alice promptly runs away, determined to find her dad whom she claims lives in Portugal. The police believe he is dead and that Alice is in denial. Nonetheless, they dispatch Anita, an Italian police officer on loan to the French, to find Alice and bring her back. Meanwhile, Eva has launched her own paramilitary force to hunt for Alice, and Alice has found a protector in Hugo, an ex-soldier turned hit man and gang member. He promises to get her to her father. All roads lead to a small town on the Portuguese coast.	1.024265	/mXW40USAqYin5aiSEld8jI9EC58.jpg	[]	[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'FR', 'name': 'France'}]	1/1/2002	0	118	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'pt', 'name': 'PortuguÃªs'}]	Released		The Red Siren	FALSE	4	4
FALSE		0	[{'id': 35, 'name': 'Comedy'}]		66897	tt0018826	fr	Les deux timides	Garadoux has beaten his wife. His lawyer Fremissin is young and very shy, and therefore, not very efficient... Two years after, Garadoux is trying to seduce Cecile, but she prefers Fremissin...	0.267114	/1eTYcRNOwUqdkuW97CNDnEN8P6y.jpg	[]	[{'iso_3166_1': 'FR', 'name': 'France'}]	12/4/1928	0	0	[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]	Released		Les deux timides	FALSE	5	1
FALSE		0	[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]	http://www.hallmarkchannel.com/imarriedwho	139251	tt2107651	en	I Married Who?	Straight-laced Jordan (Martin) is about to marry Peter (Snedeker), a clean-cut ambitious attorney. Before she walks down the aisle, Jordan and her best friends, Claire (Adrienne Frantz) and Jessica (Daphnee Duplaix), head to Vegas for a bachelorette party, because what happens in Vegas stays in Vegas, right? But when Jordan wakes up the next morning unable to recall the night before, she panics when she finds sheâ€™s in movie star Matt's (Ethan Erickson) hotel suite with a gigantic diamond on her finger and a marriage certificate lying nearby. Before Jordan can have the marriage annulled and put this nightmare behind her, the impromptu wedding explodes into a publicity stunt fueled by Mattâ€™s manager Eric (Bruce Nozick) to promote his latest movie. With her wedding day approaching, Jordan finds herself more confused than ever when she starts falling in love with the movie star sheâ€™s married to instead of the fiancÃ© she thought was her perfect match.	1.931262	/5Jq4Bc8gCCp1KMRPIEfoIUU7TA8.jpg	[{'name': 'Larry Levinson Productions', 'id': 3282}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	10/20/2012	0	86	[{'iso_639_1': 'en', 'name': 'English'}]	Released		I Married Who?	FALSE	5	6
FALSE		0	[{'id': 18, 'name': 'Drama'}]		391778	tt4906984	hi	Azhar	Indian biographical sports film directed by Tony D'Souza based on the life of the former Indian international cricketer, Mohammad Azharuddin. It will star emraan hashmi in the lead role alongside Prachi Desai , Nargis Fakhri and Huma Qureshi	0.71192	/2jn4HTYdOAiErTVVNRYH2SNxxOd.jpg	[]	[]	5/13/2016	0	130	[{'iso_639_1': 'hi', 'name': 'à¤¹à¤¿à¤¨à¥à¤¦à¥€'}]	Released	Love him. Hate him. Judge him.	Azhar	FALSE	5.6	11
FALSE		0	[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10770, 'name': 'TV Movie'}]		4546	tt0072824	en	The Count of Monte-Cristo	A TV adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.	4.946081	/zBs0eIKsbpywd2aBT2nQP8U5nsL.jpg	[{'name': 'Norman Rosemont Productions', 'id': 1585}, {'name': 'Incorporated Television Company (ITC)', 'id': 15980}]	[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	1/10/1975	0	119	[{'iso_639_1': 'en', 'name': 'English'}]	Released		The Count of Monte-Cristo	FALSE	6.1	30
FALSE		0	[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]	https://www.netflix.com/title/80063265	389053	tt4769836	en	The Do-Over	The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.	11.219246	/yHz2wt8uSHkWPMwjbJOQH3W9wmF.jpg	[{'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Netflix', 'id': 59811}, {'name': 'Instinctual VFX', 'id': 74534}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	5/27/2016	0	109	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Dying was their first mistake.	The Do-Over	FALSE	5.6	468
FALSE		0	[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]		343140	tt4392726	zh	è¯éº—ä¸Šç­æ—	A takedown of capitalist corruption and greed that's savvily packaged as a song-and-dance extravaganza.	1.618777	/1M5lD9tTK286MYHWvWjMGvioHMe.jpg	[{'name': 'Edko Films', 'id': 10284}, {'name': 'Beijing Hairun Pictures Company', 'id': 25657}]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}]	9/24/2015	0	120	[{'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯ / å»£å·žè©±'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯'}]	Released		Office	FALSE	6.8	6
FALSE		0	[{'id': 18, 'name': 'Drama'}]		363103	tt2168180	pt	Nise: O CoraÃ§Ã£o da Loucura	After being released from prison, Dr. Nise da Silveira is back at work in a psychiatric hospital on the outskirts of Rio de Janeirom where she refuses to employ the new and violent electroshock in the treatment of schizophrenics. Ridiculed by doctors, she is forced to take on the abandoned Sector for Occupational Therapy, where she would start a revolution through paintings, animals and love.	0.750462	/uSFsl8a1UlYxUuYFtkbby64rkqv.jpg	[{'name': 'TV Zero', 'id': 22916}]	[{'iso_3166_1': 'BR', 'name': 'Brazil'}]	4/21/2016	0	106	[{'iso_639_1': 'pt', 'name': 'PortuguÃªs'}]	Released		Nise: The Heart of Madness	FALSE	7.6	19
FALSE		0	[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]		301804	tt3174376	en	Before I Wake	About an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.	9.449103	/iO1J7a0kzgqdfP9g4F5pyaczp9R.jpg	[{'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'MICA Entertainment', 'id': 24510}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	4/7/2016	3295624	97	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Fear your dreams.	Before I Wake	FALSE	6.2	416
FALSE		2000000	[{'id': 18, 'name': 'Drama'}]		374458	tt4936450	ro	Bacalaureat	Romeo Aldea, a physician living in a small mountain town in Transylvania, has raised his daughter Eliza with the idea that once she turns 18, she will leave to study and live abroad. His plan is close to succeeding. Eliza has won a scholarship to study psychology in the UK. She just has to pass her final exams â€“ a formality for such a good student. On the day before her first written exam, Eliza is assaulted in an attack that could jeopardize her entire future. Now Romeo has to make a decision. There are ways of solving the situation, but none of them using the principles he, as a father, has taught his daughter.	2.840429	/wEwXCkiBazZX65SZtaYwKknLH0R.jpg	[{'name': 'Why Not Productions', 'id': 729}, {'name': 'Mobra Films', 'id': 5545}]	[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]	5/20/2016	343617	127	[{'iso_639_1': 'ro', 'name': 'RomÃ¢nÄƒ'}]	Released	A Father Will Do Anything To Save His Daughter's Future	Graduation	FALSE	6.7	54
FALSE		0	[{'id': 27, 'name': 'Horror'}]		26677	tt0155350	en	The Video Dead	A supernatural TV is mistakenly delivered to a suburban family instead of a research lab. After the family mysteriously turn up dead, a new family moves in and finds the TV hidden in the basement. Soon they discover the TV is actually a gateway for the undead.	1.381441	/devzashFadnfTY4uol7hB7mW3AE.jpg	[{'name': 'Interstate 5 Productions', 'id': 4555}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	11/6/1987	0	90	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Look what's living inside your television!	The Video Dead	FALSE	5	20
FALSE		50000	[{'id': 99, 'name': 'Documentary'}]		322745	tt4462082	en	Counting	An associative collection of visual impressions across fifteen chapters: a seagull in Porto, political posters in New York, an abstract painting in St. Petersburg, an abandoned video shop in Cairo and cats everywhere you look.	0.125118	/cveLz1UCQJWjZ8ubphkOdV0GZeh.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2/9/2015	0	111	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Counting	FALSE	8.3	3
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		169448	tt2731398	fa	Fifi az khoshhali zooze mikeshad	Bahman Mohassess was a celebrated artist at the time of the Shah. Trained in Italy, he created sculptures and paintings in his homeland. But audiences often took offence at the pronounced phalli on his mostly naked bronze figures and his work was regularly censored. All traces of him were lost after the revolution. It was said he destroyed his remaining paintings and disappeared. Farahani wants to film Mohassess at work and discovers two brothers who commission a new piece from him. Enlivened by the encounter with these two young Iranian collectors, the artist energetically discusses his grand plans and drives a hard bargain for his last work of art.	0.185681	/yZ3attO91ATBn6nuhp74YTtSjQP.jpg	[{'name': 'Butimar Productions', 'id': 48745}]	[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]	2/11/2013	0	96	[{'iso_639_1': 'fa', 'name': 'ÙØ§Ø±Ø³ÛŒ'}]	Released		Fifi Howls from Happiness	FALSE	8	2
FALSE		600000	[{'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]		335409	tt3403194	en	Sharkansas Women's Prison Massacre	When a fracking mishap accidentally rips apart the earthâ€™s crust, the resulting hole opens up a gaping underground water way to a vast and mysterious ocean somewhere deep below. Instantly, giant prehistoric sharks begin wending their way upward toward a murky bog in the heart of the Arkansas Bayou. Unfortunately, for a group of female prisoners on a work detail in the swamp, the deadly sharks attack without warning â€“ pinning a hapless group of intended victims in a small deserted cabin in the heart of the wetlands. Death may be the only means of escape!	3.812053	/i1b3Sj1YfSWdYkAGHJlRKZlA6Qu.jpg	[{'name': 'Cinetel Films', 'id': 10399}, {'name': 'CALUV Films', 'id': 51022}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	11/4/2015	0	84	[{'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}, {'iso_639_1': 'en', 'name': 'English'}]	Released	You Can Never Truly Escape	Sharkansas Women's Prison Massacre	FALSE	5.7	10
FALSE		0	[]		260401	tt1404380	en	Evening's Civil Twilight in Empires of Tin	This surreal art-movie/live-performance hybrid is comprised of New York filmmaker Jem Cohen's original 16mm and DV movie footage combined with concert clips of Vic Chesnutt and members of Silver Mt. Zion, among others.	0.003584	/lRN2MfHPcFgPCh7vRR58v1K2iF.jpg	[]	[]	3/21/2008	0	98	[]	Released		Evening's Civil Twilight in Empires of Tin	FALSE	0	0
