budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
32000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]		20857	[{"id": 237, "name": "gay"}]	en	Hardball	An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.	5.683281	[{"name": "Paramount Pictures", "id": 4}, {"name": "GHS Productions KG", "id": 3858}, {"name": "Munich Film Partners & Company (MFP) GHS Productions", "id": 3859}, {"name": "Nides/McCormick Productions", "id": 3860}]	[{"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/14/2001	40222729	106	[{"iso_639_1": "en", "name": "English"}]	Released	The most important thing in life is showing up	Hardball	6.3	123
21000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	http://silverliningsplaybookmovie.com/	82693	[{"id": 246, "name": "dancing"}, {"id": 276, "name": "philadelphia"}, {"id": 795, "name": "running"}, {"id": 818, "name": "based on novel"}, {"id": 894, "name": "depression"}, {"id": 3344, "name": "letter"}, {"id": 6054, "name": "friendship"}, {"id": 10226, "name": "neighbor"}, {"id": 41329, "name": "mental illness"}, {"id": 155816, "name": "ex-wife"}, {"id": 162970, "name": "institutionalization"}, {"id": 189447, "name": "bipolar"}, {"id": 189881, "name": "philadelphia eagles"}]	en	Silver Linings Playbook	After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.	63.599973	[{"name": "The Weinstein Company", "id": 308}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/8/2012	205738714	122	[{"iso_639_1": "en", "name": "English"}]	Released	Watch For The Signs	Silver Linings Playbook	6.9	4742
21000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	http://www.freedomwriters.com/	1646	[{"id": 577, "name": "black people"}, {"id": 818, "name": "based on novel"}, {"id": 1739, "name": "holocaust"}, {"id": 2394, "name": "ghetto"}, {"id": 2913, "name": "diary"}, {"id": 4508, "name": "principal witness "}, {"id": 5565, "name": "biography"}, {"id": 5600, "name": "daughter"}, {"id": 6270, "name": "high school"}, {"id": 6984, "name": "racial segregation"}, {"id": 6985, "name": "anne frank"}, {"id": 6986, "name": "school excursion"}, {"id": 6987, "name": "idealism"}, {"id": 7920, "name": "violence in schools"}, {"id": 41385, "name": "racial tension"}, {"id": 181858, "name": "gang violence"}, {"id": 185722, "name": "based on true events"}]	en	Freedom Writers	A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.	17.746981	[{"name": "Double Feature Films", "id": 215}, {"name": "Jersey Films", "id": 216}, {"name": "Kernos Filmproduktionsgesellschaft & Company", "id": 20396}]	[{"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	1/5/2007	41170784	123	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released	Their story. Their world. Their future.	Freedom Writers	7.5	356
0	[{"id": 18, "name": "Drama"}]	http://www.forcoloredgirlsmovie.com/	44944	[{"id": 293, "name": "female nudity"}, {"id": 493, "name": "poem"}, {"id": 570, "name": "rape"}, {"id": 9673, "name": "love"}, {"id": 11925, "name": "domestic violence"}, {"id": 33372, "name": "womanhood"}]	en	For Colored Girls	About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.	1.934524	[{"name": "Lions Gate Films", "id": 35}]	[{"iso_3166_1": "US", "name": "United States of America"}]	11/5/2010	37000000	134	[{"iso_639_1": "en", "name": "English"}]	Released	Many voices. One poem.	For Colored Girls	7	22
21000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]		4108	[{"id": 1926, "name": "car journey"}, {"id": 3792, "name": "transportation"}, {"id": 3796, "name": "auto"}, {"id": 6019, "name": "human trafficking"}]	en	The Transporter	Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.	34.433521	[{"name": "TF1 Films Productions", "id": 356}, {"name": "Current Entertainment", "id": 972}, {"name": "Canal+", "id": 5358}, {"name": "EuropaCorp", "id": 6896}]	[{"iso_3166_1": "US", "name": "United States of America"}, {"iso_3166_1": "FR", "name": "France"}]	10/2/2002	43928932	92	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}, {"iso_639_1": "zh", "name": "\u666e\u901a\u8bdd"}]	Released	Rules are made to be broken.	The Transporter	6.6	1692
20000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}]	http://www.neverbackdownthemovie.com/	8456	[{"id": 526, "name": "rebel"}, {"id": 779, "name": "martial arts"}, {"id": 1353, "name": "underground"}, {"id": 1721, "name": "fight"}, {"id": 4613, "name": "training"}, {"id": 5400, "name": "champion"}, {"id": 6075, "name": "sport"}, {"id": 6270, "name": "high school"}, {"id": 8508, "name": "party"}, {"id": 9748, "name": "revenge"}, {"id": 11221, "name": "blood"}, {"id": 12612, "name": "nemesis"}, {"id": 14819, "name": "violence"}, {"id": 156801, "name": "club"}, {"id": 174244, "name": "brawl"}]	en	Never Back Down	Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.	26.21425	[{"name": "Summit Entertainment", "id": 491}, {"name": "Mandalay Pictures", "id": 551}, {"name": "Baumgarten Management and Productions (BMP)", "id": 23423}]	[{"iso_3166_1": "US", "name": "United States of America"}]	3/4/2008	41627431	115	[{"iso_639_1": "en", "name": "English"}]	Released	Win or lose... Everyone has their fight.	Never Back Down	6.4	497
21000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]		7341	[{"id": 236, "name": "suicide"}, {"id": 255, "name": "male nudity"}, {"id": 293, "name": "female nudity"}, {"id": 657, "name": "fire"}, {"id": 2483, "name": "nudity"}, {"id": 2884, "name": "asylum"}, {"id": 5086, "name": "telekinesis"}, {"id": 6270, "name": "high school"}, {"id": 8181, "name": "swimming pool"}, {"id": 8508, "name": "party"}, {"id": 9663, "name": "sequel"}, {"id": 9826, "name": "murder"}, {"id": 10266, "name": "prom"}, {"id": 10508, "name": "teacher"}, {"id": 11181, "name": "decapitation"}, {"id": 11221, "name": "blood"}, {"id": 15085, "name": "splatter"}, {"id": 161320, "name": "weightlifting"}, {"id": 171411, "name": "teen suicide"}, {"id": 187056, "name": "woman director"}]	en	The Rage: Carrie 2	After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.	4.781538	[{"name": "United Artists", "id": 60}, {"name": "Red Bank Films", "id": 2229}]	[{"iso_3166_1": "US", "name": "United States of America"}]	3/11/1999	17762705	104	[{"iso_639_1": "en", "name": "English"}]	Released	Looks Can Kill	The Rage: Carrie 2	5.1	76
17000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]		19255	[{"id": 10131, "name": "interracial relationship"}, {"id": 168468, "name": "dead father"}, {"id": 168469, "name": "reference to bob dylan"}, {"id": 168471, "name": "biracial"}, {"id": 168472, "name": "bedtime story"}, {"id": 168477, "name": "unmarried couple"}, {"id": 168479, "name": "medical illustrator"}, {"id": 168481, "name": "disguised voice"}, {"id": 168482, "name": "reference to huckleberry finn"}, {"id": 168483, "name": "student protest"}, {"id": 168485, "name": "sonogram"}, {"id": 168486, "name": "expectant grandmother"}, {"id": 168490, "name": "dead parents"}, {"id": 168491, "name": "testicles"}]	en	Away We Go	Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burtâ€™s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.	10.13559	[{"name": "Neal Street Productions", "id": 1522}, {"name": "Focus Features", "id": 10146}, {"name": "Big Beach Films", "id": 12808}]	[{"iso_3166_1": "US", "name": "United States of America"}]	6/5/2009	14899417	98	[{"iso_639_1": "en", "name": "English"}]	Released		Away We Go	6.7	189
21000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}]		10187	[{"id": 840, "name": "usa president"}, {"id": 2946, "name": "presidential election"}, {"id": 11999, "name": "fox news"}]	en	Swing Vote	In a remarkable turn of events, the result of the presidential election comes down to one man's vote.	5.815881	[{"name": "Touchstone Pictures", "id": 9195}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/1/2008	17600000	120	[{"iso_639_1": "en", "name": "English"}]	Released	One ordinary guy is giving the candidates a reason to run.	Swing Vote	5.8	65
21000000	[{"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}]		31005	[]	en	Moonlight Mile	As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.	8.982335	[{"name": "Punch Productions", "id": 2154}, {"name": "Touchstone Pictures", "id": 9195}, {"name": "Hyde Park Entertainment", "id": 13816}, {"name": "Reveal Entertainment", "id": 41251}, {"name": "Gran Via", "id": 41252}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/9/2002	10011050	117	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "he", "name": "\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea"}]	Released		Moonlight Mile	6.5	52
