budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
28000000	[{"id": 35, "name": "Comedy"}]		137093	[{"id": 585, "name": "casino"}, {"id": 3230, "name": "male friendship"}, {"id": 8070, "name": "stag night"}, {"id": 14570, "name": "las vegas"}, {"id": 172971, "name": "elderly"}]	en	Last Vegas	Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.	28.043508	[{"name": "Laurence Mark Productions", "id": 415}, {"name": "CBS Films", "id": 5490}, {"name": "Outlaw Sinema", "id": 13444}, {"name": "Good Universe", "id": 17393}, {"name": "Gidden Media", "id": 34886}]	[{"iso_3166_1": "US", "name": "United States of America"}]	10/31/2013	134402450	105	[{"iso_639_1": "en", "name": "English"}]	Released	It's going to be legendary	Last Vegas	6.4	799
28000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/	699	[{"id": 212, "name": "london england"}, {"id": 339, "name": "submarine"}, {"id": 392, "name": "england"}, {"id": 658, "name": "sea"}, {"id": 782, "name": "assassin"}, {"id": 1262, "name": "mountains"}, {"id": 1568, "name": "undercover"}, {"id": 2070, "name": "olympic games"}, {"id": 2149, "name": "drug traffic"}, {"id": 3269, "name": "secret mission"}, {"id": 3272, "name": "secret intelligence service"}, {"id": 3278, "name": "kgb"}, {"id": 3343, "name": "coral reef"}, {"id": 3476, "name": "ski jump"}, {"id": 3478, "name": "parrot"}, {"id": 3481, "name": "cryptographic device"}, {"id": 3483, "name": "gang of smugglers"}, {"id": 10671, "name": "figure skating"}, {"id": 14735, "name": "motorcycle"}, {"id": 41592, "name": "monastery"}, {"id": 156095, "name": "british secret service"}, {"id": 159558, "name": "skiing"}]	en	For Your Eyes Only	A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.	26.090746	[{"name": "United Artists", "id": 60}, {"name": "Eon Productions", "id": 7576}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	6/23/1981	195312802	127	[{"iso_639_1": "el", "name": "\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac"}, {"iso_639_1": "en", "name": "English"}, {"iso_639_1": "it", "name": "Italiano"}]	Released	No one comes close to James Bond, 007.	For Your Eyes Only	6.3	490
28000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]		9778	[{"id": 815, "name": "soulmates"}, {"id": 1605, "name": "new love"}, {"id": 3096, "name": "book"}, {"id": 7597, "name": "dollar"}, {"id": 10855, "name": "fate"}, {"id": 40850, "name": "destiny"}]	en	Serendipity	Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter â€“ but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.	14.530803	[{"name": "Miramax Films", "id": 14}, {"name": "Tapestry Films", "id": 870}, {"name": "Simon Fields Productions", "id": 21518}]	[{"iso_3166_1": "US", "name": "United States of America"}]	10/5/2001	77516304	90	[{"iso_639_1": "en", "name": "English"}]	Released	Sometimes True Love Can Have More Than One Face.	Serendipity	6.6	521
27000000	[{"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]		8831	[{"id": 779, "name": "martial arts"}, {"id": 4379, "name": "time travel"}, {"id": 10568, "name": "science fiction"}, {"id": 175629, "name": "alternative reality"}]	en	Timecop	An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.	13.308127	[{"name": "Universal Pictures", "id": 33}, {"name": "Renaissance Pictures", "id": 467}, {"name": "Dark Horse Entertainment", "id": 552}, {"name": "Largo Entertainment", "id": 1644}, {"name": "Signature Pictures", "id": 2982}, {"name": "JVC Entertainment Networks", "id": 4248}]	[{"iso_3166_1": "JP", "name": "Japan"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/15/1994	101646581	99	[{"iso_639_1": "en", "name": "English"}]	Released	They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.	Timecop	5.5	282
28000000	[{"id": 35, "name": "Comedy"}]		9398	[{"id": 167193, "name": "male model"}, {"id": 167195, "name": "time magazine"}, {"id": 167198, "name": "fashion show"}, {"id": 167200, "name": "fashion model"}, {"id": 167210, "name": "fictional awards show"}, {"id": 167212, "name": "lincoln assassination"}, {"id": 167215, "name": "coal mine"}]	en	Zoolander	Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic "he's so hot right now" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.	38.0958	[{"name": "Paramount Pictures", "id": 4}, {"name": "Village Roadshow Pictures", "id": 79}, {"name": "NPV Entertainment", "id": 172}, {"name": "Scott Rudin Productions", "id": 258}, {"name": "Red Hour Productions", "id": 2932}, {"name": "Tenth Planet Productions", "id": 2933}, {"name": "VH1 Television", "id": 10692}, {"name": "Red Hour Films", "id": 12178}, {"name": "MFP Munich Film Partners GmbH & Company I. Produktions KG", "id": 21409}]	[{"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/28/2001	60780981	89	[{"iso_639_1": "en", "name": "English"}]	Released	3% Body Fat. 1% Brain Activity.	Zoolander	6.1	1337
28000000	[{"id": 10749, "name": "Romance"}]		112949	[{"id": 818, "name": "based on novel"}, {"id": 1415, "name": "small town"}, {"id": 33476, "name": "widower"}, {"id": 33479, "name": "single father"}, {"id": 212643, "name": "abusive husband"}]	en	Safe Haven	A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.	37.729059	[{"name": "Temple Hill Productions", "id": 722}, {"name": "Relativity Media", "id": 7295}]	[{"iso_3166_1": "US", "name": "United States of America"}]	2/7/2013	97594140	115	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "pt", "name": "Portugu\u00eas"}]	Released	You know it when you find it	Safe Haven	6.9	823
28000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]		10439	[{"id": 616, "name": "witch"}, {"id": 3335, "name": "halloween"}, {"id": 33795, "name": "salem"}, {"id": 180193, "name": "trick or treating"}, {"id": 180194, "name": "spellcasting"}]	en	Hocus Pocus	After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.	18.650748	[{"name": "Walt Disney Pictures", "id": 2}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/16/1993	39514713	96	[{"iso_639_1": "en", "name": "English"}]	Released	It's just a bunch of Hocus Pocus.	Hocus Pocus	6.4	471
28000000	[{"id": 35, "name": "Comedy"}]	http://noreservationsmovie.warnerbros.com/	3638	[{"id": 131, "name": "italy"}, {"id": 271, "name": "competition"}, {"id": 936, "name": "loss of mother"}, {"id": 1578, "name": "loss of sister"}, {"id": 1605, "name": "new love"}, {"id": 1650, "name": "cook"}, {"id": 1918, "name": "cooking"}, {"id": 1946, "name": "restaurant"}, {"id": 2182, "name": "bars and restaurants"}, {"id": 2784, "name": "mother role"}, {"id": 3739, "name": "funeral"}, {"id": 3914, "name": "kitchen"}, {"id": 164657, "name": "perfectionist"}]	en	No Reservations	Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.	15.794946	[{"name": "Village Roadshow Pictures", "id": 79}, {"name": "Castle Rock Entertainment", "id": 97}, {"name": "Warner Bros.", "id": 6194}, {"name": "Storefront Pictures", "id": 7747}, {"name": "WV Films III", "id": 12202}]	[{"iso_3166_1": "AU", "name": "Australia"}, {"iso_3166_1": "US", "name": "United States of America"}]	7/25/2007	92601050	104	[{"iso_639_1": "en", "name": "English"}]	Released	Life isn't always made to order.	No Reservations	6.1	327
28000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]		23483	[{"id": 853, "name": "crime fighter"}, {"id": 1308, "name": "secret identity"}, {"id": 5451, "name": "comic book"}, {"id": 9715, "name": "superhero"}, {"id": 9826, "name": "murder"}, {"id": 10267, "name": "comedy"}, {"id": 10391, "name": "mafia"}, {"id": 13130, "name": "teenager"}, {"id": 14819, "name": "violence"}, {"id": 158651, "name": "realism"}, {"id": 185434, "name": "rookie"}, {"id": 186846, "name": "adaptation"}, {"id": 206298, "name": "young adult"}, {"id": 234368, "name": "kickass"}]	en	Kick-Ass	Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.	45.054936	[{"name": "Lionsgate", "id": 1632}, {"name": "Marv Films", "id": 5374}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	3/22/2010	96188903	117	[{"iso_639_1": "en", "name": "English"}]	Released	Shut up. Kick ass.	Kick-Ass	7.1	4645
28000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	http://30minutesorless.com/	62206	[{"id": 3330, "name": "pizza delivery"}, {"id": 4414, "name": "adventure"}, {"id": 5983, "name": "pizza boy"}, {"id": 9791, "name": "number in title"}, {"id": 10267, "name": "comedy"}, {"id": 179430, "name": "aftercreditsstinger"}]	en	30 Minutes or Less	Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...	25.039383	[{"name": "Columbia Pictures", "id": 5}]	[{"iso_3166_1": "US", "name": "United States of America"}, {"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "CA", "name": "Canada"}]	8/11/2011	40547440	83	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "de", "name": "Deutsch"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released	A lot can happen in 30 minutes.	30 Minutes or Less	5.6	531
