budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
1500000000	[{"id": 35, "name": "Comedy"}]	http://www.peeplesmovie.com/	72359	[{"id": 179431, "name": "duringcreditsstinger"}, {"id": 187056, "name": "woman director"}]	en	Peeples	The story follows what happens when a child psychologist surprises his girlfriend by showing up at her political family's annual get-together at their Sag Harbor vacation home only to find them desperately in need of therapy.	5.112809	[{"name": "34th Street Films", "id": 5984}, {"name": "Homegrown Pictures", "id": 8840}]	[{"iso_3166_1": "US", "name": "United States of America"}]	5/9/2013	0	95	[{"iso_639_1": "en", "name": "English"}]	Released		Peeples	5.6	26
15000000	[{"id": 35, "name": "Comedy"}, {"id": 10402, "name": "Music"}]	http://www.rockermovie.com	10186	[{"id": 1228, "name": "1970s"}, {"id": 2696, "name": "drums"}, {"id": 4044, "name": "groupie"}, {"id": 4344, "name": "musical"}, {"id": 5288, "name": "rock"}, {"id": 5540, "name": "heavy metal"}, {"id": 5544, "name": "headbanging"}]	en	The Rocker	Rob "Fish" Fishman is the drummer in '80s hair metal band Vesuvius. He's unceremoniously booted as the group signs a big record deal, is out of the music world for 20 years - and then receives a second chance with his nephew's band.	13.832376	[{"name": "Fox Atomic", "id": 2890}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/20/2008	8762890	102	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}]	Released	Opportunity rocks.	The Rocker	5.6	156
15000000	[{"id": 35, "name": "Comedy"}]	http://www.foxsearchlight.com/postgrad/	25704	[{"id": 3658, "name": "career"}, {"id": 18035, "name": "family"}, {"id": 156052, "name": "unemployment"}, {"id": 187056, "name": "woman director"}, {"id": 209366, "name": "graduation speech"}]	en	Post Grad	Ryden Malby has a master plan. Graduate college, get a great job, hang out with her best friend and find the perfect guy. But her plan spins hilariously out of control when sheâ€™s forced to move back home with her eccentric family.	7.446069	[{"name": "Dune Entertainment", "id": 444}, {"name": "Cold Spring Pictures", "id": 2363}, {"name": "The Montecito Picture Company", "id": 2364}, {"name": "Fox Atomic", "id": 2890}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/21/2009	6405245	89	[{"iso_639_1": "en", "name": "English"}]	Released	A Pre-Life Crisis.	Post Grad	5	100
15000000	[{"id": 18, "name": "Drama"}]		133694	[{"id": 1415, "name": "small town"}, {"id": 3072, "name": "campaign"}, {"id": 10332, "name": "salesman"}, {"id": 17947, "name": "farmland"}, {"id": 194531, "name": "natural gas"}, {"id": 206044, "name": "fracking"}]	en	Promised Land	A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.	13.568302	[{"name": "Participant Media", "id": 6735}, {"name": "Imagenation Abu Dhabi FZ", "id": 6736}, {"name": "Focus Features", "id": 10146}, {"name": "Media Farm", "id": 29311}, {"name": "Sunday Night", "id": 29312}, {"name": "Pearl Street Films", "id": 29313}]	[{"iso_3166_1": "AE", "name": "United Arab Emirates"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/23/2012	8138788	106	[{"iso_639_1": "en", "name": "English"}]	Released	What's your price?	Promised Land	6	243
15000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	http://www.sonypictures.com/classics/whateverworks/	19265	[{"id": 699, "name": "love at first sight"}, {"id": 708, "name": "runaway"}, {"id": 965, "name": "age difference"}, {"id": 2487, "name": "naivety"}, {"id": 5950, "name": "christian"}, {"id": 6038, "name": "marriage"}, {"id": 8778, "name": "atheist"}, {"id": 9622, "name": "misanthrope"}, {"id": 10483, "name": "eccentric"}, {"id": 11001, "name": "religion"}, {"id": 13043, "name": "dating"}, {"id": 14512, "name": "new york city"}, {"id": 14669, "name": "older man younger woman relationship"}, {"id": 172240, "name": "limp"}]	en	Whatever Works	Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naÃ¯ve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of "whatever works."	21.857387	[{"name": "Sony Pictures Classics", "id": 58}, {"name": "Wild Bunch", "id": 856}, {"name": "Gravier Productions", "id": 1824}, {"name": "Perdido Productions", "id": 12966}]	[{"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "US", "name": "United States of America"}]	6/19/2009	35097815	92	[{"iso_639_1": "en", "name": "English"}]	Released	A new comedy	Whatever Works	6.8	350
15000000	[{"id": 53, "name": "Thriller"}]	http://in-crowd.warnerbros.com/	36047	[{"id": 187056, "name": "woman director"}]	en	The In Crowd	A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.	0.249245	[{"name": "Morgan Creek Productions", "id": 10210}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/19/2000	5217498	105	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}]	Released	What would you do to get in?	The In Crowd	4.7	15
15000000	[{"id": 12, "name": "Adventure"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 37, "name": "Western"}]		8053	[{"id": 2296, "name": "border patrol"}, {"id": 5616, "name": "united states\u2013mexico barrier"}, {"id": 6044, "name": "promise"}, {"id": 18034, "name": "desert"}]	en	The Three Burials of Melquiades Estrada	When brash Texas border officer Mike Norton (Barry Pepper) wrongfully kills and buries the friend and ranch hand of Pete Perkins (Tommy Lee Jones), the latter is reminded of a promise he made to bury his friend, Melquiades Estrada (Julio Cesar Cedillo), in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico. As Estrada's body begins to rot, Norton begins to unravel, but Perkins remains determined to honor his vow.	12.163832	[{"name": "The Javelina Film Company", "id": 2322}, {"name": "EuropaCorp", "id": 6896}]	[{"iso_3166_1": "US", "name": "United States of America"}, {"iso_3166_1": "FR", "name": "France"}]	11/17/2005	12036149	121	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released	Nobody is beyond redemption.	The Three Burials of Melquiades Estrada	7	177
0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]		2290	[{"id": 835, "name": "jewry"}, {"id": 1799, "name": "schutzstaffel"}, {"id": 2315, "name": "jewish life"}, {"id": 2444, "name": "jewish ghetto"}]	en	Jakob the Liar	In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto.	8.962245	[{"name": "Columbia Pictures", "id": 5}, {"name": "Global Entertainment Productions GmbH & Company Medien KG", "id": 9269}, {"name": "Blue Wolf", "id": 10230}, {"name": "Kasso Inc. Productions", "id": 22684}]	[{"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "HU", "name": "Hungary"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/16/1999	0	120	[{"iso_639_1": "en", "name": "English"}]	Released	When all hope was lost, he invented it.	Jakob the Liar	6	90
15000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}]		5236	[{"id": 703, "name": "detective"}, {"id": 3090, "name": "loser"}, {"id": 4056, "name": "custody battle"}, {"id": 7281, "name": "shooting"}, {"id": 9727, "name": "thief"}, {"id": 9986, "name": "crush"}, {"id": 12670, "name": "los angeles"}, {"id": 14676, "name": "series of murders"}, {"id": 33648, "name": "celebration"}, {"id": 160488, "name": "hoodlum"}, {"id": 189421, "name": "female corpse"}, {"id": 207317, "name": "christmas"}]	en	Kiss Kiss Bang Bang	A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...	32.690038	[{"name": "Silver Pictures", "id": 1885}, {"name": "Warner Bros.", "id": 6194}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/5/2005	15785148	103	[{"iso_639_1": "en", "name": "English"}]	Released	SeX. MurdEr. MyStery. Welcome to the party.	Kiss Kiss Bang Bang	7.2	886
25000000	[{"id": 53, "name": "Thriller"}, {"id": 35, "name": "Comedy"}, {"id": 27, "name": "Horror"}]		6552	[{"id": 13130, "name": "teenager"}, {"id": 155619, "name": "attic"}, {"id": 178253, "name": "knitting needle"}, {"id": 178256, "name": "noise complaint"}, {"id": 178259, "name": "crawling hand"}, {"id": 178261, "name": "angel costume"}, {"id": 178265, "name": "trowel"}, {"id": 178269, "name": "bass guitarist"}, {"id": 178271, "name": "priestess"}]	en	Idle Hands	Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old clichÃ© about idle hands being the devil's playground has a kernel of truth after all.	8.583217	[{"name": "Columbia Pictures Corporation", "id": 441}, {"name": "Team Todd", "id": 598}, {"name": "Licht/Mueller Film Corporation", "id": 6092}]	[{"iso_3166_1": "US", "name": "United States of America"}]	4/30/1999	4152230	92	[{"iso_639_1": "en", "name": "English"}]	Released	The touching story of a boy and his right hand.	Idle Hands	6.1	182
