budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
45000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]		10478	[{"id": 1808, "name": "lover (female)"}, {"id": 2702, "name": "golf"}, {"id": 5756, "name": "man-woman relation"}, {"id": 6075, "name": "sport"}, {"id": 7439, "name": "woman between two men"}]	en	Tin Cup	A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.	10.731574	[{"name": "Regency Enterprises", "id": 508}, {"name": "Warner Bros.", "id": 6194}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/16/1996	53854588	135	[{"iso_639_1": "en", "name": "English"}]	Released	Golf Pro. Love Amateur.	Tin Cup	5.9	150
0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]		27983	[{"id": 428, "name": "nurse"}, {"id": 4129, "name": "widow"}, {"id": 10103, "name": "children"}, {"id": 14648, "name": "parent"}, {"id": 18027, "name": "sibling"}]	en	Yours, Mine and Ours	When a widower with 10 children marries a widow with 8, can the 20 of them ever come together as one big happy family?	2.094151	[{"name": "Desilu Productions", "id": 39856}, {"name": "Walden Productions", "id": 60537}]	[{"iso_3166_1": "US", "name": "United States of America"}]	4/24/1968	0	111	[{"iso_639_1": "en", "name": "English"}]	Released	Their wedding night set new attendence records	Yours, Mine and Ours	6.2	26
45000000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]		9981	[{"id": 494, "name": "father son relationship"}, {"id": 2200, "name": "generations confilct"}, {"id": 6075, "name": "sport"}, {"id": 8864, "name": "amateur soccer"}, {"id": 223149, "name": "soccer coach"}]	en	Kicking & Screaming	Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.	8.99269	[{"name": "Universal Pictures", "id": 33}]	[{"iso_3166_1": "US", "name": "United States of America"}]	5/13/2005	56070433	95	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "it", "name": "Italiano"}]	Released	One man could lead this team to glory. . . That man was busy	Kicking & Screaming	5.6	176
50000000	[{"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 878, "name": "Science Fiction"}]		7453	[{"id": 211, "name": "bureaucracy"}, {"id": 392, "name": "england"}, {"id": 630, "name": "dolphin"}, {"id": 803, "name": "android"}, {"id": 818, "name": "based on novel"}, {"id": 3713, "name": "chase"}, {"id": 3801, "name": "space travel"}, {"id": 4270, "name": "galaxy"}, {"id": 9831, "name": "spaceship"}, {"id": 9951, "name": "alien"}, {"id": 10121, "name": "stop motion"}, {"id": 10349, "name": "survival"}, {"id": 11546, "name": "hitchhiker"}, {"id": 14544, "name": "robot"}, {"id": 14909, "name": "alien invasion"}, {"id": 177144, "name": "everyman"}, {"id": 177145, "name": "hyperspace"}, {"id": 177146, "name": "meaning of life"}, {"id": 178640, "name": "based on radio show"}, {"id": 192962, "name": "alien attack"}, {"id": 221652, "name": "bathrobe"}, {"id": 221653, "name": "destruction of earth"}, {"id": 221654, "name": "intergalactic travel"}, {"id": 221655, "name": "islington england"}, {"id": 221656, "name": "talking robot"}]	en	The Hitchhiker's Guide to the Galaxy	Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of "The Hitchhiker's Guide to the Galaxy."	51.742065	[{"name": "Spyglass Entertainment", "id": 158}, {"name": "Everyman Pictures", "id": 2242}, {"name": "Hammer & Tongs", "id": 2243}, {"name": "Touchstone Pictures", "id": 9195}]	[{"iso_3166_1": "US", "name": "United States of America"}]	1/15/2005	104478416	109	[{"iso_639_1": "en", "name": "English"}]	Released	Don't leave Earth without it.	The Hitchhiker's Guide to the Galaxy	6.6	1315
0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]		15045	[]	en	Fat Albert	An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they "fall" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends.	7.157635	[{"name": "Twentieth Century Fox Film Corporation", "id": 306}, {"name": "Davis Entertainment", "id": 1302}, {"name": "Culver Studios", "id": 89719}]	[{"iso_3166_1": "US", "name": "United States of America"}]	12/12/2004	0	93	[{"iso_639_1": "en", "name": "English"}]	Released		Fat Albert	4.3	69
45000000	[{"id": 27, "name": "Horror"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	http://www.sonypictures.com/movies/residentevilextinction/index.html	7737	[{"id": 402, "name": "clone"}, {"id": 1852, "name": "mutant"}, {"id": 4458, "name": "post-apocalyptic"}, {"id": 4565, "name": "dystopia"}, {"id": 10410, "name": "conspiracy"}, {"id": 11738, "name": "evil corporation"}, {"id": 12377, "name": "zombie"}, {"id": 41645, "name": "based on video game"}]	en	Resident Evil: Extinction	Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.	12.06538	[{"name": "Impact Pictures", "id": 248}, {"name": "Davis-Films", "id": 342}, {"name": "Constantin Film Produktion", "id": 5755}, {"name": "Resident Evil Productions", "id": 58249}]	[{"iso_3166_1": "AU", "name": "Australia"}, {"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/20/2007	148412065	94	[{"iso_639_1": "en", "name": "English"}]	Released	The Extinction Is Coming...	Resident Evil: Extinction	6.1	1292
40000000	[{"id": 35, "name": "Comedy"}]		232672	[{"id": 409, "name": "africa"}, {"id": 4513, "name": "blind date"}, {"id": 14534, "name": "relationship"}, {"id": 14724, "name": "family vacation"}, {"id": 18035, "name": "family"}]	en	Blended	After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.	44.120328	[{"name": "Happy Madison Productions", "id": 2608}, {"name": "Karz Entertainment", "id": 4194}, {"name": "Warner Bros.", "id": 6194}, {"name": "Gulfstream Pictures", "id": 20788}]	[{"iso_3166_1": "US", "name": "United States of America"}]	5/21/2014	123494610	117	[{"iso_639_1": "en", "name": "English"}]	Released	Single Dad, No Clue. Single Mum, Flying Solo.	Blended	6.6	1006
45000000	[{"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]		17379	[]	en	Last Holiday	After she's diagnosed with a terminal illness, a shy woman decides to take a European vacation.	6.156015	[{"name": "Paramount Pictures", "id": 4}]	[{"iso_3166_1": "US", "name": "United States of America"}]	1/13/2006	38399961	112	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}]	Released	She always thought she was somebody special... and she was.	Last Holiday	6.4	119
45000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]		8987	[{"id": 1261, "name": "river"}, {"id": 1621, "name": "robber"}, {"id": 1680, "name": "boston"}, {"id": 2492, "name": "bank robber"}, {"id": 5809, "name": "marriage crisis"}, {"id": 7188, "name": "hostage-taking"}, {"id": 8158, "name": "rafting"}, {"id": 15009, "name": "criminal"}, {"id": 233153, "name": "white water rafting"}]	en	The River Wild	While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.	12.362876	[{"name": "Universal Pictures", "id": 33}, {"name": "David Foster Productions", "id": 496}, {"name": "Turman-Foster Company", "id": 662}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/30/1994	0	111	[{"iso_639_1": "en", "name": "English"}]	Released	The vacation is over	The River Wild	6.1	210
45000000	[{"id": 12, "name": "Adventure"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]		11359	[{"id": 1990, "name": "cupboard"}, {"id": 6186, "name": "games"}, {"id": 6300, "name": "puppet"}, {"id": 33465, "name": "parallel world"}, {"id": 187065, "name": "toy comes to life"}]	en	The Indian in the Cupboard	A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.	11.095914	[{"name": "Paramount Pictures", "id": 4}, {"name": "Columbia Pictures Corporation", "id": 441}, {"name": "The Kennedy/Marshall Company", "id": 862}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/14/1995	0	96	[{"iso_639_1": "en", "name": "English"}]	Released		The Indian in the Cupboard	5.9	134
45000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	http://www.savagesfilm.com/	82525	[{"id": 4129, "name": "widow"}, {"id": 34061, "name": "american abroad"}, {"id": 156173, "name": "eye gouging"}, {"id": 156805, "name": "dea agent"}, {"id": 167536, "name": "shot in the shoulder"}, {"id": 168869, "name": "gun in mouth"}, {"id": 182022, "name": "filmed killing"}, {"id": 186219, "name": "southern california"}, {"id": 186233, "name": "improvised explosive device"}, {"id": 186234, "name": "surrogate daughter"}, {"id": 186239, "name": "shot in the throat"}, {"id": 186243, "name": "laguna beach california"}, {"id": 186251, "name": "enforcer"}, {"id": 186265, "name": "gardner"}, {"id": 186268, "name": "skull mask"}, {"id": 186281, "name": "dea"}]	en	Savages	Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.	31.856589	[{"name": "Ixtlan", "id": 4198}, {"name": "Relativity Media", "id": 7295}, {"name": "Onda Entertainment", "id": 11802}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/6/2012	82966152	131	[{"iso_639_1": "en", "name": "English"}]	Released	Young Beautiful Deadly.	Savages	6.2	766
25000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	http://www.cellularthemovie.com/	9759	[{"id": 974, "name": "bank"}, {"id": 1880, "name": "mobile phone"}, {"id": 6103, "name": "telephone"}, {"id": 6110, "name": "weapon"}, {"id": 6149, "name": "police"}, {"id": 179431, "name": "duringcreditsstinger"}]	en	Cellular	A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped â€“ and the kidnappers have targeted her husband and child next.	24.459948	[{"name": "New Line Cinema", "id": 12}]	[{"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/6/2004	56422687	94	[{"iso_639_1": "en", "name": "English"}]	Released	If the signal dies so does she	Cellular	6.1	537
40000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]		9486	[{"id": 470, "name": "spy"}, {"id": 1701, "name": "hero"}, {"id": 2011, "name": "queen"}, {"id": 2051, "name": "intelligence"}, {"id": 2505, "name": "coronation"}, {"id": 3739, "name": "funeral"}, {"id": 4289, "name": "secret agent"}, {"id": 4308, "name": "queen elisabeth ii"}, {"id": 6110, "name": "weapon"}, {"id": 11931, "name": "spoof"}, {"id": 14601, "name": "explosion"}, {"id": 33705, "name": "agent"}, {"id": 33707, "name": "pen"}, {"id": 179431, "name": "duringcreditsstinger"}]	en	Johnny English	Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.	28.029015	[{"name": "Universal Pictures", "id": 33}, {"name": "StudioCanal", "id": 694}]	[{"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "GB", "name": "United Kingdom"}]	4/6/2003	160583018	88	[{"iso_639_1": "ja", "name": "\u65e5\u672c\u8a9e"}, {"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}]	Released	He knows no fear, he knows no danger, he knows nothing.	Johnny English	6	852
50000000	[{"id": 14, "name": "Fantasy"}, {"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	http://www.theantbully.com	9906	[{"id": 3126, "name": "ant"}, {"id": 3650, "name": "child hero"}, {"id": 6380, "name": "shrinking"}, {"id": 8790, "name": "ant-hill"}, {"id": 10103, "name": "children"}]	en	The Ant Bully	Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of "crimes against the colony," Lucas can only regain his freedom by living with the ants and learning their ways.	20.239061	[{"name": "Playtone", "id": 4171}, {"name": "Warner Bros.", "id": 6194}, {"name": "Legendary Entertainment", "id": 84419}, {"name": "DNA Productions", "id": 89136}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/27/2006	55181129	88	[{"iso_639_1": "en", "name": "English"}]	Released	The battle for the lawn is on.	The Ant Bully	5.5	366
40000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}]		841	[{"id": 530, "name": "prophecy"}, {"id": 616, "name": "witch"}, {"id": 1299, "name": "monster"}, {"id": 1475, "name": "telepathy"}, {"id": 1815, "name": "atomic bomb"}, {"id": 1826, "name": "space marine"}, {"id": 2280, "name": "emperor"}, {"id": 2766, "name": "mutation"}, {"id": 3074, "name": "insurgence"}, {"id": 3801, "name": "space travel"}, {"id": 4234, "name": "guild"}, {"id": 4235, "name": "duke"}, {"id": 4237, "name": "water"}, {"id": 4238, "name": "chosen one"}, {"id": 4565, "name": "dystopia"}, {"id": 4743, "name": "jihad"}, {"id": 6074, "name": "spice"}, {"id": 6091, "name": "war"}, {"id": 194063, "name": "messiah"}, {"id": 197602, "name": "denunciation"}]	en	Dune	In the year 10,191, the world is at war for control of the desert planet Dune â€“ the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.	25.876582	[{"name": "Dino De Laurentiis Company", "id": 10308}]	[{"iso_3166_1": "US", "name": "United States of America"}]	12/14/1984	30925690	137	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "it", "name": "Italiano"}]	Released	A world beyond your experience, beyond your imagination.	Dune	6.5	562
0	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]	http://www.acrosstheuniverse.com/	4688	[{"id": 2187, "name": "riot"}, {"id": 4108, "name": "protest"}, {"id": 4344, "name": "musical"}, {"id": 6027, "name": "music"}, {"id": 10428, "name": "cultural difference"}, {"id": 13160, "name": "university"}, {"id": 18020, "name": "fantasy sequence"}, {"id": 165431, "name": "anti war"}, {"id": 165458, "name": "police arrest"}, {"id": 165461, "name": "march"}, {"id": 187056, "name": "woman director"}, {"id": 208992, "name": "1960s"}]	en	Across the Universe	Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.	11.872841	[{"name": "Revolution Studios", "id": 497}, {"name": "Team Todd", "id": 598}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/14/2007	0	133	[{"iso_639_1": "en", "name": "English"}]	Released	All you need is love.	Across the Universe	7.1	410
35000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]		4148	[{"id": 596, "name": "adultery"}, {"id": 931, "name": "jealousy"}, {"id": 1326, "name": "infidelity"}, {"id": 3658, "name": "career"}, {"id": 5809, "name": "marriage crisis"}, {"id": 6981, "name": "connecticut"}]	en	Revolutionary Road	A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.	20.360549	[{"name": "DreamWorks SKG", "id": 27}, {"name": "Scott Rudin Productions", "id": 258}, {"name": "BBC Films", "id": 288}, {"name": "Neal Street Productions", "id": 1522}, {"name": "Evamere Entertainment", "id": 1550}, {"name": "Goldcrest Pictures", "id": 11843}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	12/19/2008	75225693	119	[{"iso_639_1": "en", "name": "English"}]	Released	How do you break free without breaking apart?	Revolutionary Road	6.7	796
55000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]		2207	[{"id": 3045, "name": "mission of murder"}, {"id": 167863, "name": "male bonding"}, {"id": 175600, "name": "doing the right thing"}, {"id": 232411, "name": "people change"}]	en	16 Blocks	An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.	32.31022	[{"name": "Donners' Company", "id": 431}, {"name": "Cheyenne Enterprises", "id": 890}, {"name": "Alcon Entertainment", "id": 1088}, {"name": "Nu Image Entertainment GmbH", "id": 4741}, {"name": "Millennium Films", "id": 10254}, {"name": "Emmett/Furla Films", "id": 10405}, {"name": "Equity Pictures Medienfonds GmbH & Co. KG III", "id": 10885}, {"name": "16 Block Productions", "id": 10886}]	[{"iso_3166_1": "US", "name": "United States of America"}, {"iso_3166_1": "DE", "name": "Germany"}]	3/1/2006	65664721	105	[{"iso_639_1": "en", "name": "English"}]	Released	For a New York cop and his witness, the distance between life and death just got very short.	16 Blocks	6.2	661
